distance_km,time_of_day,day_of_week,traffic_level,weather_level,current_delay,is_weekend,is_rush_hour,crowd_level
12.84,7,1,6,1,13.4,0,0,477.0
6.54,14,2,3,2,9.0,0,0,413.0
19.05,23,1,3,2,9.9,0,0,403.0
11.62,8,1,9,1,16.2,0,1,814.0
7.26,18,3,7,0,12.3,0,1,830.0
2.68,18,0,7,2,17.5,0,1,833.0
8.32,11,0,4,1,8.5,0,0,419.0
16.22,16,5,6,5,19.9,1,0,408.0
19.75,12,2,5,2,15.8,0,0,428.0
5.7,9,4,5,0,10.9,0,1,784.0
31.61,11,6,5,1,20.1,1,0,252.0
15.41,7,0,5,1,11.7,0,0,413.0
3.61,17,5,6,0,7.7,1,1,706.0
2.92,18,0,5,1,9.8,0,1,821.0
6.86,9,5,4,0,8.4,1,1,642.0
5.69,15,2,4,0,5.3,0,0,359.0
10.58,8,0,7,2,14.9,0,1,826.0
7.7,7,1,1,0,14.7,0,0,418.0
6.07,17,2,8,2,15.8,0,1,782.0
1.83,7,5,3,0,7.6,1,0,249.0
11.86,18,4,8,2,16.9,0,1,800.0
1.67,9,5,6,2,13.1,1,1,736.0
15.44,18,0,8,2,18.1,0,1,695.0
1.06,10,6,5,0,9.3,1,1,728.0
1.57,10,3,8,4,22.2,0,1,919.0
3.59,18,0,8,0,13.5,0,1,697.0
5.3,13,6,2,2,6.0,1,0,251.0
4.47,8,5,6,0,10.6,1,1,682.0
5.28,19,0,5,0,6.8,0,1,650.0
9.11,10,3,6,1,17.1,0,1,861.0
3.66,7,6,3,0,7.1,1,0,330.0
9.17,11,4,2,0,4.7,0,0,400.0
0.56,15,1,3,0,5.3,0,0,356.0
3.55,16,4,6,0,9.0,0,0,494.0
1.49,19,1,10,5,23.8,0,1,945.0
15.32,14,2,3,1,10.4,0,0,369.0
4.09,8,1,6,0,18.9,0,1,837.0
11.37,9,4,7,2,16.4,0,1,818.0
1.21,7,6,4,1,6.2,1,0,408.0
19.54,18,0,7,2,15.5,0,1,791.0
8.03,7,4,3,1,9.1,0,0,381.0
7.38,16,1,4,0,5.4,0,0,456.0
1.85,16,5,0,0,0.0,1,0,315.0
3.17,18,0,6,2,12.4,0,1,834.0
6.22,6,2,4,2,10.0,0,0,532.0
3.28,8,1,7,2,15.1,0,1,840.0
14.34,20,6,4,0,6.8,1,1,600.0
7.86,15,0,5,2,12.7,0,0,471.0
3.32,12,4,4,0,17.9,0,0,453.0
12.9,18,0,7,1,17.8,0,1,787.0
5.59,20,4,8,0,12.6,0,1,784.0
12.51,9,5,7,2,16.8,1,1,668.0
4.91,20,5,6,5,18.0,1,1,797.0
10.83,7,0,5,0,8.2,0,0,488.0
5.44,22,5,2,2,11.7,1,0,383.0
14.34,8,2,8,1,17.0,0,1,838.0
1.25,9,4,6,0,8.8,0,1,874.0
2.48,7,6,3,0,14.9,1,0,349.0
6.65,18,0,7,2,13.7,0,1,776.0
4.25,22,2,3,0,7.9,0,0,388.0
5.31,9,6,5,0,10.8,1,1,675.0
11.7,9,0,8,3,17.8,0,1,826.0
5.22,9,1,8,1,19.3,0,1,899.0
9.4,8,3,6,2,14.5,0,1,863.0
3.52,18,6,5,1,10.2,1,1,595.0
0.96,6,2,4,1,6.2,0,0,442.0
12.45,21,2,4,2,11.8,0,0,255.0
22.44,20,5,7,0,13.0,1,1,639.0
8.72,7,0,2,0,7.9,0,0,364.0
6.93,14,2,4,1,8.8,0,0,538.0
8.07,23,2,4,4,19.7,0,0,589.0
17.81,19,2,7,0,16.8,0,1,822.0
8.79,17,4,7,5,24.6,0,1,843.0
12.87,5,1,4,2,10.7,0,0,363.0
12.48,6,2,3,0,13.2,0,0,322.0
15.15,18,6,7,0,13.7,1,1,771.0
6.82,10,5,6,0,8.8,1,1,629.0
4.85,17,6,6,1,12.0,1,1,693.0
10.92,18,4,6,0,8.9,0,1,702.0
14.45,11,4,5,0,8.1,0,0,324.0
16.29,7,1,6,0,11.9,0,0,440.0
19.25,10,1,10,4,25.3,0,1,904.0
13.59,19,3,5,0,8.3,0,1,590.0
4.64,9,2,6,0,10.6,0,1,711.0
8.71,6,5,2,0,2.4,1,0,279.0
8.16,21,0,3,0,6.2,0,0,382.0
7.53,17,6,8,0,11.2,1,1,700.0
10.93,14,1,4,2,9.7,0,0,466.0
6.35,18,2,7,1,13.1,0,1,734.0
6.36,11,2,3,0,5.0,0,0,355.0
23.33,22,6,4,2,17.0,1,0,337.0
7.09,19,5,7,0,11.6,1,1,670.0
15.08,9,0,8,2,22.3,0,1,860.0
15.66,10,5,5,0,21.5,1,1,595.0
8.89,9,4,7,3,22.2,0,1,815.0
6.55,17,0,10,4,23.4,0,1,840.0
3.65,16,5,3,2,8.5,1,0,228.0
1.65,14,0,3,0,4.8,0,0,382.0
11.47,21,2,1,1,5.8,0,0,375.0
9.92,12,1,4,2,12.9,0,0,437.0
12.65,18,0,7,1,14.3,0,1,866.0
5.11,17,3,4,0,10.0,0,1,725.0
24.85,14,4,5,0,11.4,0,0,235.0
10.54,6,3,3,0,12.8,0,0,416.0
6.89,17,2,9,0,21.3,0,1,800.0
0.89,16,3,5,0,7.9,0,0,467.0
5.58,7,1,3,1,6.8,0,0,276.0
13.06,18,0,8,0,14.7,0,1,783.0
18.93,12,1,6,0,11.8,0,0,450.0
7.72,9,0,6,0,15.8,0,1,825.0
20.95,18,5,7,4,21.1,1,1,716.0
3.41,10,4,4,1,6.9,0,1,758.0
10.14,16,1,4,1,10.6,0,0,392.0
10.34,16,3,3,2,15.0,0,0,413.0
11.54,6,3,4,1,10.5,0,0,453.0
8.51,11,0,3,0,4.1,0,0,333.0
9.75,8,6,5,1,10.8,1,1,633.0
3.34,8,6,4,0,5.0,1,1,557.0
17.76,17,5,5,1,11.0,1,1,676.0
14.1,2,5,2,0,8.7,1,0,239.0
9.48,21,3,4,3,22.0,0,0,412.0
14.33,11,5,3,1,6.7,1,0,333.0
18.13,9,3,7,0,13.5,0,1,749.0
11.42,20,1,6,1,11.1,0,1,726.0
26.57,13,1,6,0,13.1,0,0,428.0
12.08,16,5,2,0,3.9,1,0,230.0
3.81,17,3,9,3,22.5,0,1,827.0
9.15,19,5,7,2,15.2,1,1,793.0
14.7,7,1,5,2,13.1,0,0,387.0
18.14,7,3,3,0,8.7,0,0,526.0
8.64,23,0,4,0,11.6,0,0,388.0
3.56,1,1,3,0,8.4,0,0,289.0
6.44,17,0,8,1,14.5,0,1,945.0
2.3,16,1,5,1,15.4,0,0,483.0
12.93,14,4,3,0,5.8,0,0,375.0
5.52,18,0,7,0,10.4,0,1,822.0
4.34,23,1,4,0,4.7,0,0,332.0
13.79,6,4,4,0,7.7,0,0,250.0
20.68,16,1,4,0,14.9,0,0,488.0
4.32,17,3,6,0,11.8,0,1,697.0
8.68,9,6,5,0,9.2,1,1,754.0
6.65,19,5,5,0,7.0,1,1,689.0
18.69,12,0,3,0,23.9,0,0,399.0
7.24,8,1,7,1,20.0,0,1,806.0
3.27,19,4,6,2,14.0,0,1,969.0
7.5,21,2,4,0,6.1,0,0,362.0
16.2,7,2,4,0,7.3,0,0,328.0
6.36,18,3,7,1,12.8,0,1,857.0
4.7,8,4,6,0,11.7,0,1,748.0
7.0,0,3,3,0,5.0,0,0,324.0
3.36,9,0,6,0,19.5,0,1,815.0
6.64,19,0,7,0,11.4,0,1,838.0
5.0,7,0,4,2,14.6,0,0,581.0
29.66,7,1,6,3,21.9,0,0,554.0
1.16,18,5,4,0,8.0,1,1,560.0
3.8,11,6,3,0,4.6,1,0,370.0
4.7,7,3,4,4,15.6,0,0,441.0
3.38,8,0,6,1,11.3,0,1,751.0
10.2,18,0,8,5,21.6,0,1,867.0
4.26,16,5,1,2,9.4,1,0,276.0
2.06,18,2,6,0,15.7,0,1,749.0
8.13,7,6,4,0,11.1,1,0,186.0
6.08,12,3,3,0,9.1,0,0,488.0
4.43,18,6,4,2,10.4,1,1,742.0
18.38,9,0,8,0,13.4,0,1,767.0
10.44,8,6,5,1,11.5,1,1,610.0
9.65,10,3,8,1,13.7,0,1,897.0
10.61,9,3,7,2,14.1,0,1,812.0
10.23,8,3,7,2,17.4,0,1,793.0
6.32,21,2,5,0,7.4,0,0,332.0
4.29,13,4,4,0,6.1,0,0,450.0
8.27,16,5,1,1,9.5,1,0,260.0
6.23,7,5,2,2,6.5,1,0,328.0
1.14,16,6,1,2,6.2,1,0,327.0
3.13,15,2,6,1,12.2,0,0,530.0
5.64,20,5,5,2,10.4,1,1,714.0
13.99,11,6,4,0,7.5,1,0,270.0
8.29,18,0,6,0,8.9,0,1,798.0
3.68,9,3,7,3,17.0,0,1,926.0
2.89,15,4,4,1,9.2,0,0,540.0
16.01,20,3,8,2,17.7,0,1,753.0
6.54,16,0,4,0,7.1,0,0,478.0
0.5,17,4,8,1,19.6,0,1,786.0
6.86,19,2,6,0,9.4,0,1,833.0
12.03,20,4,5,0,12.4,0,1,705.0
2.81,8,0,5,0,6.3,0,1,814.0
7.84,8,0,5,2,10.9,0,1,872.0
8.39,14,4,3,0,5.0,0,0,392.0
2.97,23,6,2,0,2.7,1,0,288.0
16.97,13,4,3,0,6.5,0,0,341.0
8.49,9,6,4,0,6.6,1,1,605.0
5.62,14,5,2,1,4.8,1,0,367.0
6.58,6,1,3,1,9.1,0,0,409.0
2.47,8,0,7,1,13.3,0,1,708.0
2.37,7,3,3,0,6.9,0,0,467.0
5.21,5,4,4,0,4.9,0,0,463.0
5.47,17,5,5,0,11.9,1,1,684.0
6.25,9,3,6,1,10.1,0,1,747.0
17.95,8,6,5,3,15.4,1,1,608.0
11.59,13,5,2,0,5.6,1,0,214.0
1.36,9,4,8,4,18.9,0,1,933.0
15.77,11,3,4,0,9.9,0,0,270.0
5.18,9,0,9,2,19.3,0,1,920.0
12.36,0,5,3,2,13.1,1,0,330.0
5.52,17,4,7,1,12.1,0,1,899.0
8.11,7,6,3,1,8.0,1,0,358.0
2.65,8,0,9,0,16.9,0,1,827.0
9.43,8,1,8,2,16.0,0,1,746.0
13.32,9,4,4,0,11.5,0,1,667.0
1.66,8,3,7,1,11.4,0,1,920.0
13.46,10,4,6,0,9.8,0,1,764.0
4.28,8,3,4,0,7.4,0,1,781.0
21.72,6,4,7,3,22.9,0,0,451.0
12.51,19,4,8,0,12.3,0,1,824.0
11.08,9,1,6,0,9.2,0,1,665.0
6.61,7,5,1,0,3.1,1,0,314.0
33.1,14,3,5,1,12.8,0,0,274.0
5.21,7,4,3,2,8.1,0,0,314.0
3.19,18,4,8,4,21.5,0,1,1000.0
4.41,6,5,2,1,3.8,1,0,310.0
14.94,12,2,3,0,6.1,0,0,362.0
7.99,21,0,2,0,4.0,0,0,250.0
7.16,8,1,7,0,9.6,0,1,830.0
5.27,8,6,7,1,22.4,1,1,817.0
6.89,16,1,5,5,17.0,0,0,518.0
4.99,22,1,3,0,3.7,0,0,446.0
11.8,10,6,6,0,10.1,1,1,735.0
6.15,17,1,7,1,18.7,0,1,870.0
4.47,7,3,6,1,11.2,0,0,356.0
14.12,16,2,3,1,10.6,0,0,317.0
3.28,9,4,7,0,10.5,0,1,914.0
8.08,16,4,3,0,6.5,0,0,392.0
1.13,7,3,2,0,3.0,0,0,395.0
2.19,14,3,6,0,10.9,0,0,431.0
5.65,8,5,9,2,22.0,1,1,772.0
4.91,17,4,6,0,9.4,0,1,856.0
4.91,18,3,7,0,17.0,0,1,915.0
12.59,19,6,7,4,23.4,1,1,823.0
13.09,23,0,4,1,13.3,0,0,450.0
9.22,12,5,1,0,4.6,1,0,288.0
3.13,17,1,7,4,17.3,0,1,886.0
6.85,4,2,5,0,12.1,0,0,373.0
23.7,20,0,8,2,23.5,0,1,721.0
31.07,16,3,5,0,10.4,0,0,410.0
14.21,11,5,3,3,15.7,1,0,337.0
3.24,12,2,3,0,6.5,0,0,438.0
6.89,18,4,5,0,8.7,0,1,768.0
8.8,19,2,8,4,20.1,0,1,906.0
7.89,18,5,4,1,8.8,1,1,678.0
15.2,13,6,4,0,8.6,1,0,331.0
12.22,10,5,4,0,6.8,1,1,571.0
3.09,21,2,2,0,1.5,0,0,448.0
4.56,16,5,0,0,2.0,1,0,201.0
14.17,14,0,3,1,11.5,0,0,403.0
18.33,16,6,2,0,4.4,1,0,156.0
8.88,16,5,5,4,16.6,1,0,406.0
19.81,17,4,8,2,27.7,0,1,796.0
8.18,15,4,5,4,23.1,0,0,530.0
3.58,19,1,7,1,13.4,0,1,878.0
11.49,19,3,6,0,9.5,0,1,759.0
39.77,12,0,8,1,20.5,0,0,508.0
2.49,8,2,6,0,7.8,0,1,838.0
19.33,15,4,4,0,15.0,0,0,366.0
11.05,16,2,6,3,15.7,0,0,492.0
4.34,14,5,2,1,6.7,1,0,333.0
1.16,19,5,5,0,8.2,1,1,732.0
0.69,7,3,2,0,3.1,0,0,318.0
4.9,9,2,7,0,10.1,0,1,842.0
9.85,19,2,7,1,12.6,0,1,731.0
13.49,20,3,7,0,12.2,0,1,804.0
15.6,11,5,3,3,17.2,1,0,403.0
9.25,8,0,9,1,16.5,0,1,872.0
8.27,11,3,4,0,7.3,0,0,267.0
5.79,12,3,2,2,6.1,0,0,299.0
10.02,14,2,4,3,12.7,0,0,491.0
4.4,9,1,6,2,18.0,0,1,693.0
2.61,9,5,6,0,7.5,1,1,735.0
7.9,17,3,7,0,9.9,0,1,849.0
12.81,16,4,4,1,14.4,0,0,490.0
2.12,17,0,6,2,14.7,0,1,826.0
4.9,10,1,8,5,22.2,0,1,955.0
7.69,10,1,7,0,20.9,0,1,837.0
7.58,10,2,8,1,13.7,0,1,747.0
10.85,21,5,3,0,5.5,1,0,326.0
23.27,11,4,2,0,7.8,0,0,388.0
0.7,16,6,2,0,2.4,1,0,341.0
23.93,14,2,4,0,10.4,0,0,315.0
22.61,19,5,6,1,12.8,1,1,683.0
13.64,10,1,5,0,22.8,0,1,845.0
8.76,12,5,1,1,3.0,1,0,332.0
4.47,19,4,9,1,18.7,0,1,944.0
13.53,8,0,6,0,9.9,0,1,651.0
9.08,16,4,4,1,15.2,0,0,465.0
5.89,11,3,3,0,5.2,0,0,432.0
13.3,22,0,3,0,9.2,0,0,434.0
14.86,17,5,8,5,29.9,1,1,848.0
18.24,1,3,5,0,10.4,0,0,482.0
4.07,19,4,6,0,8.0,0,1,674.0
16.73,17,4,7,1,16.7,0,1,818.0
5.98,15,0,3,0,8.2,0,0,430.0
8.78,8,2,5,0,10.5,0,1,806.0
10.02,7,4,5,2,12.0,0,0,551.0
15.85,16,2,3,1,7.7,0,0,316.0
12.4,12,6,2,1,6.8,1,0,365.0
5.81,19,2,8,3,18.1,0,1,933.0
0.83,9,3,6,0,7.6,0,1,786.0
10.76,16,3,3,0,4.4,0,0,314.0
8.52,8,0,8,0,14.8,0,1,832.0
2.46,16,5,1,0,1.3,1,0,288.0
9.26,6,0,6,5,19.7,0,0,566.0
7.62,11,3,5,2,12.3,0,0,433.0
18.13,8,6,7,0,13.4,1,1,701.0
24.98,16,6,5,0,9.8,1,0,243.0
14.61,9,1,6,0,9.6,0,1,814.0
7.3,18,2,6,1,10.5,0,1,893.0
8.14,7,3,4,0,7.3,0,0,359.0
3.95,15,4,6,3,14.1,0,0,528.0
4.6,15,1,2,0,4.1,0,0,436.0
6.99,5,3,4,0,7.0,0,0,428.0
6.45,6,5,7,4,17.8,1,0,385.0
2.32,9,5,6,3,21.8,1,1,837.0
18.25,16,5,4,0,10.7,1,0,246.0
19.92,21,6,4,0,19.9,1,0,314.0
17.87,7,6,7,3,20.7,1,0,350.0
20.36,17,3,8,1,15.5,0,1,831.0
29.63,17,6,8,1,17.3,1,1,631.0
4.01,17,3,6,1,13.9,0,1,870.0
28.82,14,4,6,4,21.8,0,0,437.0
5.79,21,6,2,1,4.9,1,0,270.0
11.89,13,0,2,0,3.4,0,0,367.0
1.8,19,6,3,0,5.5,1,1,578.0
5.21,9,5,7,2,18.5,1,1,874.0
14.89,18,6,6,0,12.5,1,1,670.0
12.28,23,5,1,0,2.2,1,0,195.0
5.7,20,1,9,1,17.5,0,1,849.0
8.13,9,2,5,0,12.7,0,1,763.0
4.78,19,0,9,4,20.6,0,1,988.0
14.86,7,4,3,0,21.7,0,0,349.0
19.04,17,3,8,2,21.4,0,1,798.0
4.03,10,3,8,1,13.0,0,1,846.0
7.54,17,5,6,0,10.5,1,1,778.0
2.23,11,5,3,0,13.7,1,0,405.0
9.06,1,0,4,0,8.7,0,0,503.0
11.05,8,6,5,2,11.9,1,1,686.0
9.59,6,2,6,2,13.0,0,0,568.0
10.46,11,5,1,0,1.6,1,0,312.0
6.95,19,4,6,0,8.6,0,1,814.0
7.08,18,3,8,4,21.0,0,1,948.0
6.83,18,1,7,0,15.9,0,1,777.0
5.09,18,1,7,3,19.4,0,1,983.0
5.61,10,5,5,0,7.6,1,1,653.0
10.7,13,2,5,0,10.4,0,0,457.0
18.26,13,1,3,1,8.8,0,0,403.0
3.44,7,0,3,0,4.1,0,0,319.0
7.06,16,5,2,3,8.8,1,0,330.0
2.81,17,2,8,1,14.3,0,1,870.0
5.16,16,2,3,1,6.7,0,0,408.0
5.87,18,2,7,1,15.7,0,1,828.0
8.61,7,4,2,1,5.9,0,0,469.0
8.44,18,3,9,2,22.9,0,1,841.0
7.49,8,3,7,1,15.0,0,1,745.0
10.11,19,1,8,3,18.0,0,1,829.0
3.73,8,2,8,1,14.4,0,1,899.0
8.66,13,6,1,0,1.4,1,0,294.0
12.52,13,3,3,0,5.3,0,0,400.0
3.69,9,6,5,0,7.9,1,1,732.0
1.45,10,5,3,0,3.0,1,1,652.0
14.78,8,4,5,0,8.4,0,1,688.0
2.9,15,3,2,0,5.7,0,0,333.0
4.96,20,5,4,0,10.1,1,1,584.0
12.28,9,0,8,3,28.4,0,1,872.0
3.53,13,3,5,2,16.3,0,0,548.0
14.12,19,4,8,0,14.6,0,1,808.0
4.39,12,0,7,4,31.1,0,0,607.0
3.95,19,1,8,4,30.4,0,1,880.0
2.83,12,0,5,3,17.3,0,0,676.0
4.42,12,3,3,0,7.4,0,0,357.0
11.19,8,3,7,0,13.2,0,1,792.0
4.96,7,3,4,0,5.2,0,0,475.0
14.82,16,0,6,2,20.9,0,0,485.0
7.71,18,3,8,1,26.7,0,1,825.0
8.21,7,6,3,1,8.0,1,0,364.0
3.85,20,0,9,2,17.5,0,1,815.0
16.27,10,5,8,4,20.6,1,1,873.0
12.59,11,1,3,1,6.9,0,0,399.0
12.35,19,0,8,3,22.0,0,1,851.0
6.66,19,0,7,2,16.9,0,1,760.0
2.51,14,0,2,0,5.1,0,0,321.0
8.53,9,2,7,2,16.7,0,1,833.0
10.87,8,3,5,0,7.8,0,1,848.0
10.94,9,4,7,0,13.7,0,1,802.0
9.96,18,0,9,5,26.5,0,1,958.0
9.67,9,4,5,0,7.3,0,1,762.0
4.37,17,5,4,0,7.0,1,1,795.0
4.55,8,0,10,4,26.0,0,1,937.0
2.85,13,4,4,0,6.7,0,0,523.0
14.94,10,0,7,0,16.0,0,1,753.0
24.26,13,3,3,0,7.0,0,0,274.0
39.31,15,4,6,1,17.5,0,0,343.0
8.95,23,6,2,0,11.7,1,0,286.0
9.69,20,3,6,0,12.2,0,1,805.0
6.86,17,3,7,2,19.0,0,1,711.0
8.85,7,5,2,0,7.5,1,0,288.0
3.52,20,1,5,1,13.0,0,1,761.0
6.76,19,1,5,0,7.3,0,1,708.0
3.98,19,3,7,1,11.7,0,1,749.0
6.12,13,0,3,1,5.7,0,0,386.0
4.26,8,0,6,0,9.4,0,1,756.0
10.87,18,2,5,0,7.7,0,1,709.0
11.81,11,1,4,0,7.0,0,0,292.0
9.49,10,4,9,0,16.4,0,1,844.0
4.57,11,3,4,0,6.8,0,0,374.0
2.67,15,3,4,0,6.4,0,0,331.0
11.9,9,3,7,0,10.6,0,1,741.0
7.68,17,0,7,0,14.5,0,1,758.0
1.38,17,2,6,0,10.1,0,1,805.0
8.48,13,0,3,2,8.3,0,0,385.0
9.74,6,2,4,0,10.2,0,0,322.0
1.91,20,4,7,1,14.9,0,1,793.0
11.0,11,6,2,1,5.6,1,0,174.0
2.21,12,2,4,0,5.4,0,0,496.0
4.17,12,1,2,0,6.0,0,0,463.0
2.22,10,4,6,0,8.8,0,1,880.0
3.82,17,6,6,1,10.3,1,1,680.0
2.69,3,2,4,0,6.3,0,0,507.0
14.87,19,5,5,0,9.1,1,1,655.0
6.39,7,2,4,3,12.4,0,0,423.0
5.41,23,4,4,2,9.4,0,0,416.0
15.8,16,1,2,0,7.1,0,0,326.0
15.28,6,1,4,3,19.6,0,0,460.0
5.75,15,6,1,0,1.8,1,0,279.0
9.36,9,2,7,0,12.6,0,1,792.0
4.85,21,0,4,0,5.4,0,0,395.0
7.14,18,5,8,4,20.6,1,1,891.0
3.15,13,0,3,0,10.7,0,0,415.0
10.32,12,0,4,2,10.2,0,0,424.0
16.21,23,5,2,1,7.0,1,0,245.0
14.39,17,2,10,1,17.7,0,1,846.0
7.94,13,0,3,0,4.6,0,0,300.0
1.24,11,6,2,0,5.7,1,0,247.0
4.68,9,1,5,2,18.0,0,1,968.0
7.13,17,4,5,0,9.8,0,1,658.0
2.38,15,1,4,1,6.7,0,0,462.0
2.01,19,4,6,0,8.1,0,1,814.0
19.13,15,4,5,2,13.0,0,0,482.0
13.3,15,5,3,1,9.7,1,0,319.0
10.86,13,2,5,1,9.3,0,0,546.0
12.29,18,4,5,0,17.1,0,1,770.0
2.78,11,5,1,0,0.4,1,0,348.0
3.71,19,5,5,0,6.1,1,1,734.0
8.97,9,5,5,0,7.3,1,1,744.0
9.46,17,2,7,1,17.5,0,1,821.0
2.25,19,3,6,0,8.1,0,1,816.0
8.53,18,6,5,0,13.1,1,1,649.0
7.22,10,1,7,0,13.1,0,1,812.0
14.09,17,4,8,0,12.7,0,1,802.0
9.5,8,5,6,1,12.2,1,1,571.0
20.54,6,3,5,1,15.4,0,0,399.0
5.77,18,6,3,0,4.5,1,1,675.0
2.95,18,2,6,0,8.3,0,1,709.0
20.19,5,5,4,1,10.2,1,0,227.0
9.84,21,4,3,1,14.8,0,0,487.0
7.26,12,0,4,3,14.4,0,0,555.0
3.83,20,5,6,2,15.4,1,1,708.0
5.82,18,4,7,2,19.3,0,1,866.0
5.59,20,1,7,3,19.2,0,1,866.0
2.83,19,4,10,3,19.7,0,1,1000.0
0.85,22,3,4,1,10.5,0,0,432.0
5.49,16,6,1,1,3.0,1,0,254.0
12.5,8,2,6,2,16.5,0,1,880.0
17.11,11,1,4,0,6.7,0,0,305.0
14.45,18,0,6,0,12.4,0,1,720.0
15.0,8,5,9,3,20.8,1,1,787.0
3.14,20,6,6,1,10.6,1,1,811.0
9.09,8,4,7,0,10.8,0,1,716.0
10.92,19,2,7,0,10.9,0,1,737.0
11.4,13,6,4,0,9.7,1,0,345.0
7.14,19,1,4,0,5.7,0,1,772.0
8.33,21,4,3,1,9.6,0,0,422.0
14.17,11,4,5,1,12.1,0,0,420.0
10.66,17,5,7,0,10.5,1,1,697.0
12.01,8,6,4,0,6.1,1,1,526.0
5.29,18,2,4,0,10.0,0,1,754.0
11.59,18,0,7,0,13.9,0,1,874.0
8.25,9,1,7,0,11.7,0,1,715.0
13.25,5,5,3,1,8.0,1,0,245.0
4.37,12,2,3,0,5.2,0,0,376.0
12.54,8,0,6,3,17.0,0,1,795.0
5.88,18,5,5,1,16.9,1,1,819.0
12.58,9,4,7,0,12.7,0,1,722.0
9.13,21,0,3,0,4.6,0,0,309.0
7.82,22,4,1,0,3.2,0,0,389.0
6.13,20,4,7,0,19.2,0,1,787.0
7.28,16,6,4,3,12.9,1,0,427.0
5.5,9,6,5,1,17.1,1,1,699.0
6.03,18,6,6,2,20.2,1,1,777.0
10.46,17,6,5,1,10.0,1,1,573.0
1.64,22,5,3,3,13.3,1,0,416.0
12.47,10,4,9,3,24.0,0,1,903.0
12.61,6,3,4,0,5.9,0,0,368.0
6.27,23,5,3,0,16.8,1,0,262.0
8.48,19,6,6,0,9.8,1,1,692.0
3.49,8,0,6,0,11.0,0,1,839.0
10.01,17,0,10,1,20.0,0,1,847.0
3.87,0,3,5,0,6.1,0,0,410.0
0.5,15,2,3,2,7.4,0,0,500.0
16.68,10,3,7,0,14.2,0,1,866.0
3.17,10,2,5,2,10.6,0,1,862.0
7.17,8,5,5,0,10.1,1,1,682.0
8.71,9,6,7,0,13.2,1,1,692.0
10.45,12,1,8,3,17.7,0,0,540.0
7.63,8,5,5,0,11.3,1,1,590.0
9.25,12,0,5,2,15.1,0,0,462.0
6.16,15,5,4,3,11.6,1,0,448.0
1.95,17,4,8,0,12.6,0,1,845.0
7.42,17,4,5,0,7.9,0,1,713.0
11.43,8,3,10,0,15.3,0,1,801.0
3.34,6,0,3,0,5.9,0,0,405.0
8.77,19,5,6,4,19.0,1,1,687.0
23.16,19,0,8,2,25.5,0,1,760.0
7.07,22,3,2,0,5.5,0,0,463.0
7.34,21,1,4,1,7.1,0,0,362.0
1.8,16,5,1,3,7.3,1,0,286.0
3.0,19,4,7,0,10.2,0,1,831.0
3.91,12,3,4,0,8.3,0,0,403.0
11.13,18,2,9,2,25.9,0,1,893.0
3.54,21,5,4,2,13.9,1,0,438.0
1.22,18,1,8,0,17.2,0,1,767.0
9.87,11,5,2,0,4.3,1,0,310.0
4.21,10,6,6,0,7.9,1,1,658.0
1.87,9,1,4,1,7.2,0,1,752.0
12.06,10,4,7,1,12.7,0,1,909.0
5.64,18,2,7,0,9.8,0,1,716.0
10.5,17,6,7,2,14.7,1,1,766.0
1.8,8,6,3,0,6.7,1,1,714.0
0.75,17,2,7,2,20.1,0,1,840.0
8.2,10,1,7,1,12.0,0,1,769.0
2.91,15,0,3,0,4.3,0,0,382.0
8.11,10,4,7,0,13.2,0,1,758.0
8.24,14,6,2,0,2.7,1,0,271.0
7.51,17,1,8,2,16.1,0,1,910.0
14.92,17,5,6,1,14.8,1,1,657.0
35.83,18,5,8,0,16.7,1,1,669.0
9.75,11,3,7,4,24.7,0,0,646.0
23.14,17,1,8,2,24.1,0,1,836.0
5.75,8,4,10,0,16.1,0,1,904.0
2.43,13,4,2,0,1.8,0,0,345.0
4.44,15,5,3,1,5.4,1,0,167.0
6.02,17,3,5,0,7.8,0,1,791.0
24.38,20,0,10,4,25.1,0,1,919.0
7.82,9,1,8,1,14.1,0,1,850.0
15.29,19,2,6,0,13.1,0,1,803.0
5.39,9,3,6,0,12.3,0,1,758.0
4.89,14,2,5,0,12.7,0,0,487.0
1.73,18,6,4,0,11.6,1,1,767.0
23.89,17,1,8,0,13.6,0,1,787.0
18.64,19,4,9,3,21.6,0,1,935.0
8.83,18,2,7,2,14.5,0,1,909.0
6.29,9,6,5,3,12.7,1,1,649.0
8.04,23,6,3,0,13.3,1,0,361.0
2.34,20,5,5,0,5.9,1,1,639.0
10.49,12,5,4,2,13.4,1,0,287.0
17.66,6,4,4,0,15.5,0,0,372.0
18.24,9,4,7,0,18.7,0,1,875.0
1.81,19,3,9,5,22.0,0,1,927.0
15.2,21,0,4,2,11.7,0,0,311.0
2.35,19,6,8,3,16.5,1,1,718.0
0.82,11,6,1,0,4.5,1,0,317.0
15.57,6,3,4,1,11.6,0,0,355.0
5.06,14,6,3,0,4.5,1,0,182.0
14.16,10,2,7,0,10.6,0,1,680.0
13.34,7,0,3,0,7.8,0,0,377.0
12.23,7,5,4,3,13.2,1,0,405.0
7.97,7,3,4,0,5.4,0,0,376.0
2.61,8,6,5,1,13.0,1,1,750.0
6.03,18,1,9,3,18.6,0,1,958.0
18.43,10,3,7,2,15.8,0,1,741.0
14.4,12,4,4,0,9.7,0,0,379.0
6.27,16,0,5,1,13.9,0,0,431.0
6.21,21,6,3,0,3.8,1,0,330.0
11.51,18,4,4,0,7.8,0,1,677.0
