stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
3890,U02995,Nehru Place Apartments,28.5439,77.2461,3890.0
3891,U03035,South Park Appartments CR Park,28.5411,77.24915,3891.0
3892,U03072Z,Desh Bandhu Gupta College,28.539117,77.253733,3892.0
3893,DC0084,Rampuri Gali No-13,28.5351,77.2592,3893.0
3896,DC5252,Hiranki Village,28.79891,77.179345,3896.0
3897,DC5250,Kushak Pur Village,28.803789,77.177654,3897.0
3898,DC5248,Mohammad Pur Gaon,28.80759500000001,77.176467,3898.0
3900,DC4585,Pochhan Pur Village Crossing,28.559586,77.038723,3900.0
3901,DC4584,Dwarka Sec-23B Crossing,28.564352000000003,77.039366,3901.0
3902,DC4726,Dwarka Sec-23 Crossing,28.566703000000004,77.040204,3902.0
3903,DC5242,Loknayak Puram,28.66102,77.01195,3903.0
3904,DC5245,Raja Garden (Ring Road),28.651028000000004,77.125023,3904.0
3906,DC5448,Nanak Heri Border,28.517235,76.988948,3906.0
3908,DC5371,Ashok Vihar Water Tank,28.68795900000001,77.17524,3908.0
3909,DC5370,Ashok Vihar Pocket 3,28.686828,77.177902,3909.0
3910,DC5368,Laxmi Bai College,28.684726,77.182179,3910.0
3911,DC5366,Bharat Nagar Crossing / Sri Nagar Colony,28.681498,77.184961,3911.0
3913,DC4016,Dauralla Village,28.510833,76.895533,3913.0
3915,U02927,Lodhi Hotel,28.5919,77.2402,3915.0
3916,DC3889,DTC Rajghat Depot,28.640467,77.25775,3916.0
3917,DC4136,Rohini Sec-15,28.737415,77.130282,3917.0
3919,DC3719,Hanuman Mandir / Shivaji Stadium,28.630267,77.21413299999998,3919.0
3921,DC4730,Gandhi Vihar Crossing,28.720951,77.218478,3921.0
3922,DC4628,Anubhav Apartment,28.7223,77.132817,3922.0
3923,DC4629,Goodwill Apartment,28.721,77.13465,3923.0
3924,DC4630,Prashant Vihar F-Block,28.718833,77.13875,3924.0
3925,DC5399,Yamuna Vihar Cluster Depot,28.6986,77.271699,3925.0
3926,DC5449,Nanak Heri Border,28.516888,76.988887,3926.0
3927,DC0009,Avantika Crossing,28.6989,77.0968,3927.0
3928,U00964,RohiniSec-1 Avantika,28.70300000000001,77.0998,3928.0
3929,U00995,Rohini Sec-3/4 Xing,28.7063,77.1028,3929.0
3930,U01015,Rohini Sec 3/4/5/6 Xing (Vishram Chowk),28.7092,77.1054,3930.0
3932,DC0006,Rithala Crossing,28.7119,77.1078,3932.0
3933,U01041,Rohini Sec 5 (Chhotu Ram Park),28.713819,77.109531,3933.0
3934,DC3884,Dwarka Sec 21 Crossing Bharthal Chowk,28.554712,77.050589,3934.0
3936,DC5365,Bharat Nagar Crossing,28.681597,77.184534,3936.0
3937,DC5367,Laxmi Bai College,28.684522,77.18204,3937.0
3938,DC5369,Ashok Vihar Pocket 3,28.686745,77.177594,3938.0
3939,DC4159,KD Block Ashok Vihar,28.69125,77.17595,3939.0
3940,DC4160,Deep Market Ashok Vihar,28.69345,77.173233,3940.0
3941,DC4206,Ashok Vihar B Block,28.695926,77.17065500000002,3941.0
3942,DC4208,Wazir Pur Industrial Area/ Ashok Vihar Crossing,28.702285,77.166857,3942.0
3943,DC4070,Sir Ganga Ram Hospital,28.639119,77.188024,3943.0
3944,DC4068,Janki Devi College,28.641629,77.1898,3944.0
3946,DC5383,B Block Prashant Vihar,28.710744,77.13302,3946.0
3951,U99887,Jhuljhuli Xing,28.532,76.9073,3951.0
3952,DC5411,JhulJhuli Village,28.534786,76.90419200000002,3952.0
3953,DC5413,Sarang Pur Village,28.542685,76.888888,3953.0
3955,DC5146,MMTC,28.534567,77.196836,3955.0
3956,DC5147,PTS,28.532862,77.19590699999998,3956.0
3957,DC5481,Saket M Block,28.52845300000001,77.21518499999998,3957.0
3958,DC5483,Saket Terminal,28.52287,77.216678,3958.0
3959,DC5485,Saket J Block,28.519485999999997,77.215852,3959.0
3960,U02533,Saket Crossing,28.5179,77.21628299999998,3960.0
3961,U02605,Asian Market,28.5169,77.2208,3961.0
3962,U02653,DIPSAR College of Pharmacy,28.5161,77.22485,3962.0
3964,U03385,Samaspur Jagir Village,28.615767,77.28546700000003,3964.0
3965,DC3959,Sunehari Pulla Depot / JawaharlalNehru Stadium Terminal,28.5901157,77.2334405,3965.0
3966,U03675,NHW-24 Xing (Gazipur Xing),28.630333,77.316283,3966.0
3967,DC4717,Royal Garden Hiran Kudna Village,28.679822,76.99935500000002,3967.0
3968,DC4718,Hiran Kudna Village,28.673219,76.998531,3968.0
3969,DC4719,Hiran Kudna Shiv Mandir,28.672019,76.996401,3969.0
3970,DC4720,Hiran Kudna Village,28.671147,76.99799499999997,3970.0
3971,DC4721,Air Force Camp Hiran Kudna Village,28.663603,76.995195,3971.0
3972,DC4722,Neelwal Crossing,28.648877,76.99064399999997,3972.0
3974,U01793,RK Puram Sec-12(Sangam Cinema),28.5736,77.1735,3974.0
3975,U01598,C-8 Keshav Puram,28.689131,77.159525,3975.0
3976,U01545,C-4 Keshav Puram,28.690117,77.155283,3976.0
3977,U01527,C-2 Keshav Puram,28.687474,77.15408199999997,3977.0
3978,DC3925,C-1 Keshav Puram,28.683117,77.1545,3978.0
3979,U01550A,Jai Mata Market Tri Nagar Terminal,28.681483,77.15548299999998,3979.0
3980,DC103,Baba Ramdev Mandir,28.653416666666693,77.1091333333333,3980.0
3981,U99749A,B-3 Andh Vidyalaya,28.656483,77.108767,3981.0
3982,DC0089,Raghubir Nagar N Block,28.65936667,77.11245,3982.0
3983,DC0090,Raghubir Nagar Gurudwara A Block,28.65535,77.11358299999998,3983.0
3984,DC102,Tagore Garden D Block,28.652783000000003,77.111967,3984.0
3985,DC5494,Rohini Sec 35,28.757463,77.066964,3985.0
3986,DC5462,North Avenue,28.621227,77.19981700000002,3986.0
3987,DC4284,DDA Booster Pump Station,28.57151,77.052707,3987.0
3988,DC4282,Dwarka Sec 19-20 Crossing,28.57635800000001,77.056799,3988.0
3989,DC5418,Punjabi Bagh More,28.668504,77.135885,3989.0
3990,DC5420,Punjabi Bagh Market,28.670065,77.132913,3990.0
3991,DC5422,West Enclave,28.670477,77.129549,3991.0
3992,DC5424,West Avenue Road,28.670353,77.128561,3992.0
3993,DC5426,Syndicate Bank,28.668247,77.12824499999998,3993.0
3994,DC5428,Punjabi Bagh Club,28.665994,77.127016,3994.0
3995,DC5430,Punjabi Bagh Extension,28.666462,77.12314,3995.0
3996,DC5432,Paschim Puri,28.667105,77.115904,3996.0
3997,DC5434,Paschim Puri Road No 29,28.668163,77.112229,3997.0
3998,DC5436,Paschim Vihar Pocket BG1,28.67072000000001,77.11267600000002,3998.0
3999,DC5438,Paschim Vihar A3,28.66951,77.106186,3999.0
4000,DC5440,Paschim Vihar Water Tank,28.668640000000003,77.099413,4000.0
4001,DC0133,Khichdipur,28.62463300000001,77.3095,4001.0
4005,DC5283,Ibrahimpur Village,28.775217,77.1774,4005.0
4006,DC5284,Natthupura Crossing,28.774658,77.173913,4006.0
4007,DC5285,Kushak Village 1,28.774779,77.165118,4007.0
4008,DC5286,Kadipur Village,28.773711,77.163186,4008.0
4009,DC5287,Kadipur Colony,28.772229,77.158175,4009.0
4010,DC5289,Delhi Jal Board,28.772356,77.14970100000002,4010.0
4011,DC5290,Nangli Poona,28.771965,77.144035,4011.0
4012,U03153,L Block Gurudwara Kalkaji,28.54004,77.258381,4012.0
4013,U03113,Desh Bandhu College,28.54125800000001,77.255656,4013.0
4014,U03050,Kalkaji B-Block,28.5435,77.2515,4014.0
4015,U00739,Mangolpuri S Block,28.692933,77.08193299999998,4015.0
4016,DC3674,Mangolpuri K Block (Sanjay Gandhi Hospital),28.694728,77.081911,4016.0
4017,DC3677,Mangol Puri J Block,28.697888,77.083427,4017.0
4018,U02947,DPS / Police Station Nizamuddin (Lodhi Road),28.593133,77.241917,4018.0
4019,DC5372,Govt Press Kali Mandir,28.636592,77.22523199999998,4019.0
4020,DC5374,DDU Marg Railway Colony,28.634426,77.228952,4020.0
4021,DC5376,Govt Sr Sec School DDU Marg,28.632829,77.231727,4021.0
4022,DC5378,Mata Sundari Mor Woman Court DDU Marg,28.631375,77.23420300000002,4022.0
4023,DC5380,Bal Bhawan DDU Marg,28.629258,77.237815,4023.0
4024,DC3924,ISBT Anand Vihar Terminal,28.647117,77.314883,4024.0
4025,DC5356,Ramjas College / Mourice Nagar 2,28.686855,77.206775,4025.0
4026,DC4994,NDPO (Kharak Singh Marg),28.626081,77.204986,4026.0
4027,DC4995,Dr RML Hospital (Kharak Singh Marg),28.62452,77.201435,4027.0
4028,DC4140,Rohini Sec-16 Pocket-I,28.739344,77.123879,4028.0
4029,DC4141,District Park Sec-16 Rohini,28.737987,77.125928,4029.0
4030,DC5355,D2 Rohini Sec 15,28.73493400000001,77.13284300000002,4030.0
4031,DC5353,Manav Chowk,28.732126,77.134485,4031.0
4032,DC5351,Rohini Sec 15,28.730393,77.132959,4032.0
4033,DC5349,Alok Kunj,28.727686,77.130562,4033.0
4035,U02674,Andrews Ganj Shiv Mandir / Ansal Plaza,28.56533300000001,77.22466700000003,4035.0
4036,U02615,Ayurvigyan Nagar,28.5604,77.2214,4036.0
4037,U02566,Anandlok,28.5582,77.2184,4037.0
4038,U02526,Kalma Nehru College,28.5564,77.2158,4038.0
4039,DC0074,Jija Bai Udyogic Sansthan,28.5551,77.2143,4039.0
4040,U02454,Khel Gaon / Siri Fort Road,28.5507,77.210817,4040.0
4041,U02438,Shahpur Jat,28.5482,77.21,4041.0
4042,U02413,Panchsheel Club,28.546,77.2093,4042.0
4043,DC3896,Savitri Cinema (E Block Gurudwara),28.54021,77.24022,4043.0
4044,DC3897,M Block Greater Kailash- II,28.534913,77.243555,4044.0
4045,DC0077,Don Bosco School,28.528046000000003,77.247943,4045.0
4046,DC3899,Narmada Apartments,28.527,77.252016,4046.0
4047,DC0078,Alaknanda Apartments,28.525582,77.253435,4047.0
4048,U03095,Tara Apartments Terminal,28.523883,77.2552,4048.0
4049,DC5168,Balaji Satsang Bhawan,28.719939,77.079593,4049.0
4050,DC5170,Poothkalan More,28.720987,77.07811600000002,4050.0
4051,DC5172,Police Station Begumpur,28.72244,77.07141800000002,4051.0
4053,U99783,Rajouri Garden Market,28.64528300000001,77.12688299999998,4053.0
4054,DC4321,Khayala Colony Terminal,28.65220200000001,77.095739,4054.0
4055,DC4317,Chand Nagar,28.645206,77.099338,4055.0
4056,DC0069,Khayala More/ Subhash Nagar Crossing,28.642984,77.10738,4056.0
4059,U99703,Punjab Kesari,28.695873,77.155474,4059.0
4060,DC4778,Ghuman Hera Crossing,28.52758,76.951074,4060.0
4061,DC4776,Kanya Sarvodya School Shikar Pur,28.523886,76.955753,4061.0
4062,DC4439,Dichau Chowk,28.61755,76.983604,4062.0
4063,DC4437,Shiv Enclave Dichau,28.623999,76.98455600000001,4063.0
4064,DC4436,Dichau Village,28.639866,76.984045,4064.0
4065,DC4659,Shaheed Bhagat Singh Colony Karawal Nagar,28.732967,77.26025,4065.0
4067,DC4661,Titiksha Public School,28.72505,77.259117,4067.0
4068,DC4662,Delhi Police Training School,28.72145,77.258583,4068.0
4069,DC4663,CRPF Camp,28.716733,77.25785,4069.0
4070,DC4664,Bihari Pur Gaon,28.713817,77.2575,4070.0
4071,DC4665,Khajuri School,28.7114,77.25715,4071.0
4072,DC5381,Bal Bhawan DDU Marg,28.629071000000003,77.237739,4072.0
4074,DC5377,Govt Sr Sec School DDU Marg,28.632654,77.231545,4074.0
4075,DC5375,DDU Marg Railway Colony,28.634285,77.228675,4075.0
4076,DC5373,Govt Press Kali Mandir,28.636308000000003,77.22515600000001,4076.0
4078,DC4751,Lado Sarai Crossing,28.523333,77.19103299999998,4078.0
4079,U02078,Lado Sarai,28.5226,77.193533,4079.0
4080,U02107,Dhaula Peer Lado Sarai,28.522031,77.19850699999998,4080.0
4081,DC4752,Saidul-A-Jab / Saket Metro Station,28.52075300000001,77.20203000000002,4081.0
4082,U02383,Maidan Garhi Crossing (SDM Court),28.51955,77.2078,4082.0
4084,U02699A,Old Delhi Railway Station (Fatehpuri),28.66035,77.224933,4084.0
4085,U03462,Maruti,28.5217,77.2937,4085.0
4087,DC3761,Yojana Vihar/ Yamuna Sports Complex,28.664892,77.314944,4087.0
4088,DC3743,Chauhan Patti (Terminal),28.754859000000003,77.243323,4088.0
4089,DC3741,Sabhapur More,28.75015,77.243933,4089.0
4090,DC3739,Annpurna Mandir,28.7424,77.2467,4090.0
4091,DC3736,Check Post,28.73905,77.247483,4091.0
4092,DC3735,Pusta No 5 Sonia Vihar,28.734467,77.24668299999998,4092.0
4093,DC3733,Sonia Vihar,28.7324,77.246317,4093.0
4094,DC3744,Gatta Factory Sonia Vihar,28.72945,77.24565,4094.0
4095,DC3730,Pusta No 3 Sonia Vihar,28.7256,77.244833,4095.0
4096,DC3728,Pusta No 2 Sonia Vihar,28.721467,77.243933,4096.0
4097,DC3726,Pusta No 1 Sonia Vihar,28.718883,77.24335,4097.0
4098,U02931,Gurudwara Nanak Sar,28.7092,77.240217,4098.0
4099,U02754,Wazirabad Crossing,28.711333000000003,77.228533,4099.0
4100,DC4458,Pandwala Khurd,28.562281,76.967398,4100.0
4101,DC4775,Kanya Sarvodya School Shikar Pur,28.523752,76.955578,4101.0
4102,DC4777,Ghuman Hera Crossing,28.52773,76.950916,4102.0
4105,U99957A,Jal Vihar Terminal,28.578443,77.245874,4105.0
4106,U99959A,Delhi Jal Board Lajpat Nagar,28.57095,77.2466,4106.0
4108,DC3782,Kalkaji Extension Pocket A-13,28.527083,77.266983,4108.0
4109,U02275,Raj Nagar,28.569617,77.20145,4109.0
4110,DC3885,Dwarka Sec 21 Crossing Bharthal Chowk,28.554724,77.05103100000002,4110.0
4111,U00908,B Block Mangol Puri,28.690217,77.09518299999998,4111.0
4112,U00911,E Block Mangol Puri,28.695467,77.095333,4112.0
4113,U00871,PS Mangol Puri,28.6965,77.091882,4113.0
4114,DC3906,C Block Mangol Puri,28.692367,77.0906,4114.0
4115,U00790,Chhath Park Mangol Puri,28.692415000000004,77.086722,4115.0
4116,DC3905,Q Block Mangol Puri Terminal,28.687978,77.091856,4116.0
4117,DC107,Shaheen Bagh Thokar No 6,28.55238300000001,77.3,4117.0
4118,DC4702,Chandan Market Greater Kailash- II,28.531605,77.245826,4118.0
4119,DC4700,S Block Greater Kailash- II,28.52895800000001,77.245044,4119.0
4120,DC3881,Bamnoli More,28.542449,77.02999100000002,4120.0
4122,DC5384,Raja Pur (Prashant Vihar),28.715238,77.126388,4122.0
4123,U01275,NHW 8,28.569183,77.1326,4123.0
4124,U01724,Vasant Vihar Poorvi Marg,28.5613,77.169,4124.0
4125,U01892,RS Satsang,28.644636,77.180918,4125.0
4126,U01911,Prasad Nagar,28.6476,77.1819,4126.0
4127,U01974,Kikar Wala Chowk,28.653118,77.185641,4127.0
4129,U01071A,Shiv Murti,28.536033000000003,77.1119,4129.0
4130,DC5288,Choona Factory,28.772166,77.154531,4130.0
4131,U00381,Kotla Vihar Phase I,28.651233,77.0302,4131.0
4132,U02157,East Park Road,28.6508,77.1973,4132.0
4133,U02079,Akbar Bhawan,28.586,77.1911,4133.0
4134,U01988,Railway Museum,28.5872,77.1856,4134.0
4135,U01888,Moti Bagh 1,28.5804,77.1802,4135.0
4136,DC3929,Radisson BLU Hotel,28.596067,77.037467,4136.0
4137,DC3930,Shivani Apartments/ Kunj Vihar Sector-12 Dwarka,28.594217,77.03586700000002,4137.0
4138,DC3931,Sector 17/18 More Dwarka,28.59345,77.03326700000002,4138.0
4139,DC3932,Bodhik Sampda Bhawan,28.597833,77.026167,4139.0
4140,DC3936,National Law University Delhi,28.598367,77.023583,4140.0
4141,DC3934,Dwarka Sec 16C/GGS IP University,28.592878,77.022964,4141.0
4142,DC0021,Geeta Colony Road Crossing,28.6512,77.2525,4142.0
4145,U02398,Azad Market,28.6647,77.2084,4145.0
4146,U02695,Akbar Road,28.6106,77.2261,4146.0
4147,DC0068,Khayala More/ Subhash Nagar Crossing,28.643167,77.106983,4147.0
4148,DC4318,Chand Nagar,28.64522100000001,77.09915600000002,4148.0
4149,DC4320,Chaukhandi,28.64706,77.09563,4149.0
4151,U02616,Delhi Vidhan Sabha,28.6878,77.2214,4151.0
4152,DC4635,Corporation Bank,28.575478000000004,76.866722,4152.0
4153,DC4637,Issapur School,28.576290000000004,76.867097,4153.0
4154,DC4638,Choudhary Mohalla,28.577346,76.865723,4154.0
4155,DC4633,Issapur Village Temple,28.577151,76.863766,4155.0
4158,DC5198,Bakkargarh Village,28.594906,76.877453,4158.0
4159,DC5200,Bakkargarh Border,28.597217,76.870432,4159.0
4161,DC4124,Lalita Park,28.632,77.27065,4161.0
4162,DC4125,Ramesh Park,28.635617,77.26965,4162.0
4163,DC4126,Bank Enclave,28.639067,77.2693,4163.0
4164,DC4127,St. Lawrence School,28.6524,77.269317,4164.0
4165,DC4128,Geeta Colony Block 5,28.653217,77.271333,4165.0
4166,DC4129,Geeta Colony,28.6551,77.273567,4166.0
4167,DC4130,Jheel Terminal,28.658591,77.272188,4167.0
4168,DC5173,Police Station Begumpur,28.723041,77.071322,4168.0
4169,DC5171,Poothkalan More,28.721245,77.078135,4169.0
4170,DC5169,Balaji Satsang Bhawan,28.719969,77.079934,4170.0
4171,DC3935,Dwarka Sec 16C/GGS IP University,28.59277100000001,77.022735,4171.0
4172,DC3933,National Law University Delhi,28.598545,77.02257900000002,4172.0
4173,DC3937,Bodhik Sampda Bhawan,28.598033,77.02596700000002,4173.0
4174,DC3938,Sector 17/18 More Dwarka,28.593583,77.033283,4174.0
4175,DC3939,Shivani Apartments/ Kunj Vihar Sector-12 Dwarka,28.594117,77.035617,4175.0
4176,DC3940,Radisson BLU Hotel,28.596183,77.03735,4176.0
4178,U01906,Moti Bagh 1,28.5812,77.1815,4178.0
4179,U01973,Railway Museum,28.587,77.1853,4179.0
4180,U02075,Akbar Bhawan,28.5863,77.1908,4180.0
4181,U02522,Palika Kendra,28.62875,77.216567,4181.0
4182,U02840,Khanpur Village,28.5137,77.2349,4182.0
4183,DC5486,Saket J Block,28.51973,77.215675,4183.0
4184,DC5484,Saket Terminal,28.522809,77.21640699999998,4184.0
4185,DC5482,Saket M Block,28.52821500000001,77.214988,4185.0
4187,DC5487,RK Puram Sec 9,28.575599,77.17228100000001,4187.0
4188,DC4319,Chaukhandi,28.647040000000004,77.09581999999997,4188.0
4189,U01034,Avtar Enclave,28.67728300000001,77.111967,4189.0
4191,U01807,Sabji Mandi Azadpur,28.7143666666667,77.1722,4191.0
4192,DC3820,Madanpur Khadar Village,28.53245900000001,77.296825,4192.0
4193,U03199,Taimur Nagar,28.5726,77.2659,4193.0
4194,U03999A,Holy Family Hospital,28.5604,77.273,4194.0
4195,U03266,Sukh Dev Vihar,28.5586,77.273,4195.0
4196,U02789,Sheikh Sarai More,28.5328,77.2306,4196.0
4197,U02060,T.B. Hospital,28.5284,77.1901,4197.0
4199,DC4268,Radhu Palace,28.63644600000001,77.28546,4199.0
4200,DC4269,East Guru Angad Nagar,28.64115,77.282733,4200.0
4201,DC4270,Khureji Khas,28.64655,77.279067,4201.0
4202,DC4271,Rashid Market,28.64938900000001,77.278902,4202.0
4203,DC4272,Shivpuri Colony,28.651139,77.278247,4203.0
4204,DC4273,Pandit Park Geeta Colony,28.654883,77.276617,4204.0
4205,DC4274,Ramleela Ground Geeta Colony,28.65448300000001,77.274867,4205.0
4206,U00028,Daraula Border,28.5078,76.8973,4206.0
4207,DC5312,Balmiki Gandhi Ashram,28.705124,77.205126,4207.0
4208,DC5313,TB Hospital,28.700315000000003,77.205157,4208.0
4209,DC4869,Laxmi Bai Nagar,28.57965,77.20485,4209.0
4210,DC4870,Enquiry Office Pilanji Village,28.579717,77.19955,4210.0
4211,DC4872,Police Station Sarojini Nagar,28.575489,77.199081,4211.0
4212,DC4873,AB Block Sarojini Nagar,28.57125,77.199283,4212.0
4213,DC4951,Ambedkar Nagar Sec- 5 (T),28.52278,77.23868,4213.0
4214,DC4952,Virat Cinema Crossing,28.52375,77.23783,4214.0
4215,DC4953,C R Park,28.54063,77.24537,4215.0
4216,DC4954,C R Park Market 1,28.53997,77.24865,4216.0
4217,U03056,C R Park Market 2,28.537903000000004,77.252411,4217.0
4218,DC4955,Desh Bandhu Apartments,28.537472,77.257046,4218.0
4219,U03044,Nehru Place Crossing / Paras Cinema,28.5453,77.2505,4219.0
4220,DC3809,Madanpur Khadar,28.532333,77.296417,4220.0
4221,U01822KWP,Kewal Park,28.7138,77.1799,4221.0
4222,DC4222,Mukundpur,28.725045,77.18248299999998,4222.0
4225,U03304,Baba Bishamber Dass Ashram,28.6087,77.2783,4225.0
4227,DC4945,Desh Bandhu Apartments,28.537381,77.2566,4227.0
4228,U03060,C R Park Market II,28.537467,77.25268299999998,4228.0
4229,DC4946,C R Park Market 1,28.5399,77.24856,4229.0
4230,DC4947,C R Park,28.54051,77.24533000000002,4230.0
4231,DC4948,Savitri Cinema,28.54263,77.24255,4231.0
4232,DC4949,Virat Cinema Crossing,28.52421,77.23775,4232.0
4233,DC4950,Ambedkar Nagar Sec- 5 (T),28.52277,77.23904,4233.0
4234,DC5176,Neelwal Village 2,28.664209000000003,76.981289,4234.0
4235,U00745MP,S Block Mangol Puri,28.692667,77.082583,4235.0
4236,U00795,Chhath Park Mangol Puri,28.69258300000001,77.086783,4236.0
4237,DC3907,C Block Mangol Puri,28.69248300000001,77.09145,4237.0
4238,U00880,PS Mangol Puri,28.696733,77.092067,4238.0
4239,U00912,E Block Mangol Puri,28.695733,77.0955,4239.0
4240,DC4750,Chhawla Village,28.565867,77.003446,4240.0
4244,DC0058,Mukharji Nagar Tank,28.7103,77.2111,4244.0
4245,U02361,Bhai Parmanand Colony,28.7103,77.2086,4245.0
4246,U02100,DDA Flats Lado Sarai,28.529778000000004,77.192226,4246.0
4247,U02680,Lodhi Estate Xing,28.590633,77.2247,4247.0
4248,NS0183,New Usmanpur pusta no-1,28.6809,77.256,4248.0
4249,U00913,B Block Mangolpuri,28.6891833333333,77.0954833333333,4249.0
4250,U00602,Nangloi,28.681803,77.06763199999997,4250.0
4252,DC3871,Kotla Vihar Phase I,28.650935,77.03028,4252.0
4253,U00383,TilangPur Kotla,28.649406,77.02723399999998,4253.0
4254,U00375,Chanchal Park,28.646241,77.021823,4254.0
4257,DC5142,Prithvi Raj Road,28.593481,77.214833,4257.0
4258,DC5143,IIT Gate,28.542778,77.200665,4258.0
4259,DC5144,Mothers International School,28.54002,77.19939000000002,4259.0
4260,DC5145,Adhchini Village,28.537676,77.198299,4260.0
4261,DC4594,PWD Office / Aruna Nagar Ring Road,28.7026,77.2277,4261.0
4262,DC4592,Majnu Ka Tila Outer Ring Road,28.69765,77.22740999999998,4262.0
4263,DC4801,Majnu Ka Tila,28.69666,77.225527,4263.0
4264,DC4798,Purana Chandrawal,28.694436,77.222944,4264.0
4265,DC4586,Pochhan Pur Village Crossing,28.55919,77.038894,4265.0
4266,NS0347,East Punjabi Bagh,28.6712,77.1392,4266.0
4267,U03991A,Palika Kendra,28.628567,77.21678299999998,4267.0
4268,DC5549,Bharat Petrolium (Dwarka Link Road),28.545087,77.060734,4268.0
4269,DC5550,Govt Boys Sr Sec School (Shahbad),28.554236,77.06949,4269.0
4270,DC5551,Tata Motors Gali No 6,28.55352,77.07274100000002,4270.0
4271,DC5552,Mother Dairy Gali No 4,28.555869,77.075644,4271.0
4272,DC5553,Shahbad Mohammadpur Village,28.559505,77.071267,4272.0
4273,DC5479,Summervilla School / Dallupura Village,28.603618,77.319466,4273.0
4274,DC4042,Satyam/Doctors Apartments,28.59875,77.31858299999998,4274.0
4275,DC4041,Highland Apartments,28.599297,77.32154399999997,4275.0
4276,DC4040,Multi Gym,28.601383,77.325067,4276.0
4277,U00803,Hanuman Mandir Rohini Sec 24,28.722883000000003,77.087733,4277.0
4278,DC5488,Mangol Puri Y Block,28.702709,77.088284,4278.0
4280,DC3922,Mata Mandir New Friends Colony ,28.5667,77.2624,4280.0
4281,U03148,Ashram Chowk ,28.57123300000001,77.259017,4281.0
4282,DC5574,Varishth Nagrik Sewa Sadan Lampur,28.852643,77.061604,4282.0
4283,DC0029,ISBT Nityanand Marg,28.668342,77.225091,4283.0
4284,U03728,Surya Nagar,28.6668,77.3217,4284.0
4285,U03741,Kondali Old,28.612978,77.322856,4285.0
4286,DC4712,Air Force Camp Hiran Kudna Village ,28.663541,76.995028,4286.0
4287,DC4713,Hiran Kudna Village ,28.671192,76.997925,4287.0
4288,DC4714,Hiran Kudna Shiv Mandir ,28.672003000000004,76.996318,4288.0
4289,DC4715,Hiran Kudna Village ,28.673279,76.99847700000002,4289.0
4290,DC4716,Royal Garden Hiran Kudna Village ,28.680564,76.999447,4290.0
4291,DC5576,Ramdev Chowk Narela Terminal,28.85794967,77.09417879,4291.0
4295,DC5575,Varishth Nagrik Sewa Sadan Lampur,28.852751,77.06168199999998,4295.0
4298,U02342,Kendriya Terminal (Church Road) ,28.617513,77.203683,4298.0
4301,U00588,Uttam Nagar Terminal ,28.625329,77.066948,4301.0
4305,NS0184,Seelam Pur Petrol pump,28.672117,77.27346700000002,4305.0
4306,U02679,Ambedkar Nagar Terminal / DIPSAR ,28.51610100000001,77.223607,4306.0
4307,U01170,Mahipal Pur Crossing ,28.54576500000001,77.12325,4307.0
4308,U02914,Sunder Nagar ,28.6022,77.24041700000002,4308.0
4309,U02795,ISBT Ring Road,28.671355,77.231125,4309.0
4310,U03127,Khajuri,28.704817,77.256617,4310.0
4311,U99761A,Bhajan Pura,28.70355,77.263367,4311.0
4312,DC4387,Satya Vihar / Chanchal Park,28.6463,77.021333,4312.0
4315,DC4397,ShivRam Park,28.667833,77.055183,4315.0
4317,DC3542,Nangli Dairy,28.619772,77.017944,4317.0
4318,U00792,Dabri Crossing,28.61195,77.086033,4318.0
4319,DC5554,Mother Dairy Gali No 4,28.555893,77.075783,4319.0
4320,DC5555,Tata Motors Gali No 6,28.55338,77.072903,4320.0
4321,DC5556,Govt Boys Sr Sec School (Shahbad),28.554087,77.068577,4321.0
4322,DC5557,Bharat Petrolium (Dwarka Link Road),28.545552,77.061073,4322.0
4323,U99983,Rajendra Place / Karol Bagh Telephone Exchange ,28.642667,77.180083,4323.0
4325,U99738,C-1 Janak Puri,28.617125,77.07861899999997,4325.0
4326,U01131,Rajouri Garden ,28.647847,77.120113,4326.0
4327,U99985A,Tagore Garden Gurudwara / Holy Child School ,28.650417,77.113733,4327.0
4328,U02660,Minto Road Terminal,28.639417,77.223773,4328.0
4329,DC0070,KrishiBhawan/RailBhawanMetroStation,28.615,77.2124,4329.0
4330,U00747RSX,Sec-24 Pocket 5,28.7258,77.0823,4330.0
4332,DC3572,Prem Nagar,28.62211,77.056846,4332.0
4333,DC0030,Nityanand Marg,28.668342,77.225091,4333.0
4334,U02836,LNJP Hospital ,28.6401,77.234817,4334.0
4335,U99860,R R Lines,28.604134,77.1553547,4335.0
4336,U00921,Peera Garhi (Outer Ring Road),28.680319,77.094474,4336.0
4339,DC5500,Bhalaswa Crossing,28.737914,77.16535400000002,4339.0
4340,U01074,Tagore Garden Metro Station / Tatarpur ,28.644193,77.113304,4340.0
4341,U00819,C2B Janak Puri,28.6218935,77.0882901,4341.0
4342,U99828A,Samalka Crossing,28.538036,77.09342,4342.0
4344,U99861,R R Lines,28.603917,77.155339,4344.0
4346,WPD,Wazirpur Depot / Subhash Place Depot,28.69485,77.15485,4346.0
4348,DC3613,Gazi Pur Depot,28.64175,77.31603299999998,4348.0
4349,DC4043,Dharamshila Hospital,28.602167,77.313567,4349.0
4351,DC5627,Ghuman Hera Cluster Depot 2,28.538025,76.91313199999998,4351.0
